bankId;cid;account
3;8171;PL88107719960000000000004218
1;8172;PL88102024980000000000004219
1;8177;PL88102024980000000000004229
1;8178;PL88102024980000000000004230
3;8178;PL88107719960000000000004231
3;8178;PL88107719960000000000004232
1;8180;PL88102024980000000000004235
2;8180;PL88107719950000000000004236
2;8180;PL88107719950000000000004239
3;8180;PL88107719960000000000004237
3;8180;PL88107719960000000000004238
1;8182;PL88102024980000000000004242
1;8185;PL88102024980000000000004248
1;8190;PL88102024980000000000004262
3;8190;PL88107719960000000000004263
1;8191;PL88102024980000000000004264
1;8192;PL88102024980000000000004265
4;8192;PL88107719980000000000004266
4;8192;PL88107719980000000000004267
1;8194;PL88102024980000000000004274
2;8194;PL88107719950000000000004276
2;8194;PL88107719950000000000004277
4;8194;PL88107719980000000000004275
1;8196;PL88102024980000000000004279
4;8196;PL88107719980000000000004280
1;8197;PL88102024980000000000004281
3;8197;PL88107719960000000000004282
1;8198;PL88102024980000000000004283
1;8200;PL88102024980000000000004286
4;8200;PL88107719980000000000004287
1;8204;PL88102024980000000000004292
3;8204;PL88107719960000000000004293
3;8204;PL88107719960000000000004294
3;8204;PL88107719960000000000004295
1;8208;PL88102024980000000000004304
3;8208;PL88107719960000000000004306
3;8208;PL88107719960000000000004308
4;8208;PL88107719980000000000004305
4;8208;PL88107719980000000000004307
1;8210;PL88102024980000000000004311
2;8210;PL88107719950000000000004312
2;8210;PL88107719950000000000004313
3;8210;PL88107719960000000000004314
3;8210;PL88107719960000000000004315
3;8210;PL88107719960000000000004316
1;8211;PL88102024980000000000004317
3;8211;PL88107719960000000000004318
1;8212;PL88102024980000000000004319
2;8212;PL88107719950000000000004320
2;8212;PL88107719950000000000004321
1;8215;PL88102024980000000000004326
2;8215;PL88107719950000000000004327
1;8216;PL88102024980000000000004328
1;8220;PL88102024980000000000004333
4;8220;PL88107719980000000000004334
4;8220;PL88107719980000000000004335
1;8224;PL88102024980000000000004343
2;8224;PL88107719950000000000004344
2;8224;PL88107719950000000000004345
1;8225;PL88102024980000000000004346
1;8226;PL88102024980000000000004347
1;8227;PL88102024980000000000004348
1;8228;PL88102024980000000000004349
3;8228;PL88107719960000000000004350
1;8229;PL88102024980000000000004351
1;8230;PL88102024980000000000004352
4;8230;PL88107719980000000000004353
1;8231;PL88102024980000000000004354
1;8237;PL88102024980000000000004368
2;8237;PL88107719950000000000004369
1;8239;PL88102024980000000000004373
2;8239;PL88107719950000000000004375
4;8239;PL88107719980000000000004374
1;8240;PL88102024980000000000004376
2;8240;PL88107719950000000000004377
2;8240;PL88107719950000000000004378
4;8240;PL88107719980000000000004379
1;8242;PL88102024980000000000004381
1;8245;PL88102024980000000000004387
3;8245;PL88107719960000000000004388
1;8247;PL88102024980000000000004391
4;8247;PL88107719980000000000004392
4;8247;PL88107719980000000000004393
1;8248;PL88102024980000000000004394
2;8248;PL88107719950000000000004397
3;8248;PL88107719960000000000004395
4;8248;PL88107719980000000000004396
1;8249;PL88102024980000000000004398
1;8254;PL88102024980000000000004411
1;8256;PL88102024980000000000004413
1;8259;PL88102024980000000000004418
3;8259;PL88107719960000000000004420
4;8259;PL88107719980000000000004419
1;8260;PL88102024980000000000004421
1;8262;PL88102024980000000000004423
2;8262;PL88107719950000000000004424
2;8262;PL88107719950000000000004426
2;8262;PL88107719950000000000004427
4;8262;PL88107719980000000000004425
1;8264;PL88102024980000000000004430
2;8264;PL88107719950000000000004431
3;8264;PL88107719960000000000004432
1;8269;PL88102024980000000000004438
1;8277;PL88102024980000000000004452
1;8278;PL88102024980000000000004453
4;8278;PL88107719980000000000004454
4;8278;PL88107719980000000000004455
1;8281;PL88102024980000000000004458
1;8282;PL88102024980000000000004459
4;8282;PL88107719980000000000004460
1;8285;PL88102024980000000000004465
1;8287;PL88102024980000000000004467
1;8290;PL88102024980000000000004471
2;8290;PL88107719950000000000004472
4;8290;PL88107719980000000000004473
1;8291;PL88102024980000000000004474
2;8291;PL88107719950000000000004475
2;8291;PL88107719950000000000004476
3;8291;PL88107719960000000000004477
1;8293;PL88102024980000000000004480
3;8293;PL88107719960000000000004481
1;8297;PL88102024980000000000004488
4;8297;PL88107719980000000000004489
1;8299;PL88102024980000000000004492
2;8299;PL88107719950000000000004493
1;8301;PL88102024980000000000004495
2;8301;PL88107719950000000000004496
1;8303;PL88102024980000000000004498
1;8307;PL88102024980000000000004505
2;8307;PL88107719950000000000004508
2;8307;PL88107719950000000000004509
4;8307;PL88107719980000000000004506
4;8307;PL88107719980000000000004507
1;8309;PL88102024980000000000004512
2;8309;PL88107719950000000000004514
4;8309;PL88107719980000000000004513
1;8310;PL88102024980000000000004515
2;8310;PL88107719950000000000004518
3;8310;PL88107719960000000000004517
4;8310;PL88107719980000000000004516
1;8312;PL88102024980000000000004520
3;8312;PL88107719960000000000004521
3;8312;PL88107719960000000000004522
1;8314;PL88102024980000000000004526
1;8317;PL88102024980000000000004533
4;8317;PL88107719980000000000004534
1;8318;PL88102024980000000000004535
1;8319;PL88102024980000000000004536
3;8319;PL88107719960000000000004537
1;8322;PL88102024980000000000004541
1;8323;PL88102024980000000000004542
1;8324;PL88102024980000000000004543
3;8324;PL88107719960000000000004544
4;8324;PL88107719980000000000004545
1;8326;PL88102024980000000000004548
2;8326;PL88107719950000000000004549
1;8336;PL88102024980000000000004570
3;8336;PL88107719960000000000004571
1;8338;PL88102024980000000000004574
3;8338;PL88107719960000000000004575
3;8338;PL88107719960000000000004576
4;8338;PL88107719980000000000004577
1;8341;PL88102024980000000000004581
1;8342;PL88102024980000000000004582
1;8343;PL88102024980000000000004583
1;8344;PL88102024980000000000004584
4;8344;PL88107719980000000000004585
1;8347;PL88102024980000000000004592
3;8347;PL88107719960000000000004594
4;8347;PL88107719980000000000004593
1;8350;PL88102024980000000000004598
1;8351;PL88102024980000000000004599
1;8353;PL88102024980000000000004601
1;8354;PL88102024980000000000004602
4;8354;PL88107719980000000000004603
1;8355;PL88102024980000000000004604
2;8355;PL88107719950000000000004605
2;8355;PL88107719950000000000004606
1;8356;PL88102024980000000000004607
1;8357;PL88102024980000000000004608
1;8359;PL88102024980000000000004610
4;8359;PL88107719980000000000004611
4;8359;PL88107719980000000000004612
1;8360;PL88102024980000000000004613
1;8363;PL88102024980000000000004619
2;8363;PL88107719950000000000004620
1;8364;PL88102024980000000000004621
1;8366;PL88102024980000000000004623
1;8367;PL88102024980000000000004624
1;8368;PL88102024980000000000004625
1;8371;PL88102024980000000000004630
2;8371;PL88107719950000000000004631
2;8371;PL88107719950000000000004633
3;8371;PL88107719960000000000004632
1;8372;PL88102024980000000000004634
3;8372;PL88107719960000000000004635
1;8374;PL88102024980000000000004637
1;8375;PL88102024980000000000004638
1;8378;PL88102024980000000000004644
4;8378;PL88107719980000000000004645
4;8378;PL88107719980000000000004646
4;8378;PL88107719980000000000004647
1;8379;PL88102024980000000000004648
1;8381;PL88102024980000000000004656
4;8381;PL88107719980000000000004657
1;8382;PL88102024980000000000004658
1;8383;PL88102024980000000000004659
3;8383;PL88107719960000000000004660
1;8387;PL88102024980000000000004671
3;8387;PL88107719960000000000004672
1;8388;PL88102024980000000000004673
2;8388;PL88107719950000000000004677
3;8388;PL88107719960000000000004674
4;8388;PL88107719980000000000004675
4;8388;PL88107719980000000000004676
1;8389;PL88102024980000000000004678
3;8389;PL88107719960000000000004679
1;8391;PL88102024980000000000004681
3;8391;PL88107719960000000000004682
1;8393;PL88102024980000000000004684
2;8393;PL88107719950000000000004685
1;8395;PL88102024980000000000004688
1;8397;PL88102024980000000000004691
2;8397;PL88107719950000000000004692
3;8397;PL88107719960000000000004693
1;8399;PL88102024980000000000004696
3;8399;PL88107719960000000000004697
1;8402;PL88102024980000000000004703
1;8403;PL88102024980000000000004704
1;8404;PL88102024980000000000004705
1;8406;PL88102024980000000000004708
3;8406;PL88107719960000000000004709
1;8407;PL88102024980000000000004710
3;8407;PL88107719960000000000004711
1;8408;PL88102024980000000000004712
1;8411;PL88102024980000000000004716
2;8411;PL88107719950000000000004717
1;8414;PL88102024980000000000004722
1;8415;PL88102024980000000000004723
1;8416;PL88102024980000000000004724
1;8417;PL88102024980000000000004725
3;8417;PL88107719960000000000004726
1;8418;PL88102024980000000000004727
1;8419;PL88102024980000000000004728
2;8419;PL88107719950000000000004730
3;8419;PL88107719960000000000004731
3;8419;PL88107719960000000000004732
4;8419;PL88107719980000000000004729
1;8421;PL88102024980000000000004734
1;8422;PL88102024980000000000004735
3;8422;PL88107719960000000000004736
4;8422;PL88107719980000000000004737
1;8423;PL88102024980000000000004738
3;8423;PL88107719960000000000004739
1;8427;PL88102024980000000000004748
2;8427;PL88107719950000000000004750
4;8427;PL88107719980000000000004749
1;8428;PL88102024980000000000004751
4;8428;PL88107719980000000000004752
4;8428;PL88107719980000000000004753
1;8429;PL88102024980000000000004754
4;8429;PL88107719980000000000004755
1;8431;PL88102024980000000000004759
2;8431;PL88107719950000000000004760
1;8433;PL88102024980000000000004762
3;8433;PL88107719960000000000004763
1;8435;PL88102024980000000000004766
1;8445;PL88102024980000000000004782
2;8445;PL88107719950000000000004783
1;8446;PL88102024980000000000004784
1;8447;PL88102024980000000000004785
2;8447;PL88107719950000000000004786
1;8448;PL88102024980000000000004787
1;8453;PL88102024980000000000004800
1;8458;PL88102024980000000000004813
3;8458;PL88107719960000000000004814
1;8459;PL88102024980000000000004815
1;8460;PL88102024980000000000004816
4;8460;PL88107719980000000000004817
1;8463;PL88102024980000000000004823
1;8464;PL88102024980000000000004824
2;8464;PL88107719950000000000004826
2;8464;PL88107719950000000000004827
3;8464;PL88107719960000000000004825
1;8466;PL88102024980000000000004831
1;8467;PL88102024980000000000004832
4;8467;PL88107719980000000000004833
1;8470;PL88102024980000000000004837
1;8471;PL88102024980000000000004838
2;8471;PL88107719950000000000004839
1;8472;PL88102024980000000000004840
2;8472;PL88107719950000000000004841
4;8472;PL88107719980000000000004842
1;8475;PL88102024980000000000004846
2;8475;PL88107719950000000000004847
4;8475;PL88107719980000000000004848
1;8477;PL88102024980000000000004852
2;8477;PL88107719950000000000004853
4;8477;PL88107719980000000000004854
1;8478;PL88102024980000000000004855
2;8478;PL88107719950000000000004856
1;8479;PL88102024980000000000004857
1;8485;PL88102024980000000000004864
2;8485;PL88107719950000000000004865
1;8486;PL88102024980000000000004866
1;8491;PL88102024980000000000004879
1;8497;PL88102024980000000000004894
1;8499;PL88102024980000000000004896
1;8501;PL88102024980000000000004899
1;8504;PL88102024980000000000004903
2;8504;PL88107719950000000000004906
3;8504;PL88107719960000000000004904
3;8504;PL88107719960000000000004905
1;8508;PL88102024980000000000004912
2;8508;PL88107719950000000000004914
4;8508;PL88107719980000000000004913
1;8509;PL88102024980000000000004915
1;8513;PL88102024980000000000004920
1;8514;PL88102024980000000000004921
1;8515;PL88102024980000000000004922
3;8515;PL88107719960000000000004923
4;8515;PL88107719980000000000004924
1;8516;PL88102024980000000000004925
1;8517;PL88102024980000000000004926
1;8521;PL88102024980000000000004931
1;8522;PL88102024980000000000004932
4;8522;PL88107719980000000000004933
1;8523;PL88102024980000000000004934
3;8523;PL88107719960000000000004935
3;8523;PL88107719960000000000004936
1;8528;PL88102024980000000000004941
4;8528;PL88107719980000000000004942
1;8534;PL88102024980000000000004949
2;8534;PL88107719950000000000004950
1;8535;PL88102024980000000000004951
2;8535;PL88107719950000000000004953
3;8535;PL88107719960000000000004954
4;8535;PL88107719980000000000004952
1;8537;PL88102024980000000000004956
1;8538;PL88102024980000000000004957
1;8540;PL88102024980000000000004959
2;8540;PL88107719950000000000004961
3;8540;PL88107719960000000000004960
1;8541;PL88102024980000000000004962
2;8541;PL88107719950000000000004963
3;8541;PL88107719960000000000004964
1;8542;PL88102024980000000000004965
3;8542;PL88107719960000000000004966
1;8543;PL88102024980000000000004967
2;8543;PL88107719950000000000004968
1;8544;PL88102024980000000000004969
2;8544;PL88107719950000000000004970
3;8544;PL88107719960000000000004971
1;8545;PL88102024980000000000004972
3;8545;PL88107719960000000000004973
1;8546;PL88102024980000000000004974
2;8546;PL88107719950000000000004975
2;8546;PL88107719950000000000004976
1;8547;PL88102024980000000000004977
2;8547;PL88107719950000000000004979
3;8547;PL88107719960000000000004981
4;8547;PL88107719980000000000004978
4;8547;PL88107719980000000000004980
1;8548;PL88102024980000000000004982
3;8548;PL88107719960000000000004984
4;8548;PL88107719980000000000004983
4;8548;PL88107719980000000000004985
1;8549;PL88102024980000000000004986
3;8549;PL88107719960000000000004987
1;8550;PL88102024980000000000004988
2;8550;PL88107719950000000000004989
2;8550;PL88107719950000000000004990
1;8555;PL88102024980000000000005000
3;8555;PL88107719960000000000005001
4;8555;PL88107719980000000000005002
1;8559;PL88102024980000000000005011
4;8559;PL88107719980000000000005012
1;8561;PL88102024980000000000005014
4;8561;PL88107719980000000000005015
1;8562;PL88102024980000000000005016
1;8563;PL88102024980000000000005017
3;8563;PL88107719960000000000005018
1;8564;PL88102024980000000000005019
1;8565;PL88102024980000000000005020
1;8566;PL88102024980000000000005021
1;8567;PL88102024980000000000005022
3;8567;PL88107719960000000000005023
1;8570;PL88102024980000000000005027
3;8570;PL88107719960000000000005028
3;8570;PL88107719960000000000005029
4;8570;PL88107719980000000000005030
1;8573;PL88102024980000000000005034
1;8577;PL88102024980000000000005041
1;8580;PL88102024980000000000005047
1;8582;PL88102024980000000000005049
3;8582;PL88107719960000000000005050
4;8582;PL88107719980000000000005051
1;8587;PL88102024980000000000005061
2;8587;PL88107719950000000000005063
3;8587;PL88107719960000000000005062
1;8588;PL88102024980000000000005064
3;8588;PL88107719960000000000005065
1;8589;PL88102024980000000000005066
1;8590;PL88102024980000000000005067
4;8590;PL88107719980000000000005068
1;8591;PL88102024980000000000005069
1;8592;PL88102024980000000000005070
4;8592;PL88107719980000000000005071
1;8593;PL88102024980000000000005072
1;8594;PL88102024980000000000005073
4;8594;PL88107719980000000000005074
1;8597;PL88102024980000000000005080
1;8602;PL88102024980000000000005099
3;8602;PL88107719960000000000005100
1;8605;PL88102024980000000000005104
3;8605;PL88107719960000000000005105
1;8610;PL88102024980000000000005113
2;8610;PL88107719950000000000005115
3;8610;PL88107719960000000000005114
3;8610;PL88107719960000000000005116
1;8611;PL88102024980000000000005117
1;8612;PL88102024980000000000005118
3;8612;PL88107719960000000000005119
4;8612;PL88107719980000000000005120
4;8612;PL88107719980000000000005121
4;8612;PL88107719980000000000005122
1;8613;PL88102024980000000000005123
3;8613;PL88107719960000000000005125
4;8613;PL88107719980000000000005124
1;8616;PL88102024980000000000005130
3;8616;PL88107719960000000000005131
1;8619;PL88102024980000000000005138
1;8621;PL88102024980000000000005140
4;8621;PL88107719980000000000005141
4;8621;PL88107719980000000000005142
1;8622;PL88102024980000000000005143
4;8622;PL88107719980000000000005144
1;8625;PL88102024980000000000005149
2;8625;PL88107719950000000000005150
3;8625;PL88107719960000000000005151
1;8626;PL88102024980000000000005152
2;8626;PL88107719950000000000005154
2;8626;PL88107719950000000000005153
1;8627;PL88102024980000000000005155
4;8627;PL88107719980000000000005156
1;8628;PL88102024980000000000005157
3;8628;PL88107719960000000000005158
1;8632;PL88102024980000000000005164
1;8633;PL88102024980000000000005165
1;8634;PL88102024980000000000005166
1;8636;PL88102024980000000000005168
4;8636;PL88107719980000000000005169
1;8639;PL88102024980000000000005172
2;8639;PL88107719950000000000005173
3;8639;PL88107719960000000000005174
3;8639;PL88107719960000000000005175
1;8640;PL88102024980000000000005176
3;8640;PL88107719960000000000005177
3;8640;PL88107719960000000000005178
4;8640;PL88107719980000000000005179
1;8642;PL88102024980000000000005182
2;8642;PL88107719950000000000005185
3;8642;PL88107719960000000000005183
3;8642;PL88107719960000000000005184
1;8644;PL88102024980000000000005187
3;8644;PL88107719960000000000005188
1;8649;PL88102024980000000000005201
2;8649;PL88107719950000000000005203
4;8649;PL88107719980000000000005202
1;8652;PL88102024980000000000005215
3;8652;PL88107719960000000000005217
4;8652;PL88107719980000000000005216
1;8653;PL88102024980000000000005218
1;8654;PL88102024980000000000005219
1;8655;PL88102024980000000000005220
3;8655;PL88107719960000000000005222
4;8655;PL88107719980000000000005221
1;8661;PL88102024980000000000005236
2;8661;PL88107719950000000000005237
1;8664;PL88102024980000000000005244
4;8664;PL88107719980000000000005245
4;8664;PL88107719980000000000005246
1;8667;PL88102024980000000000005249
2;8667;PL88107719950000000000005250
3;8667;PL88107719960000000000005251
4;8667;PL88107719980000000000005252
1;8668;PL88102024980000000000005253
4;8668;PL88107719980000000000005254
1;8672;PL88102024980000000000005261
1;8673;PL88102024980000000000005262
1;8676;PL88102024980000000000005268
4;8676;PL88107719980000000000005269
1;8677;PL88102024980000000000005270
2;8677;PL88107719950000000000005271
1;8686;PL88102024980000000000005285
1;8687;PL88102024980000000000005286
2;8687;PL88107719950000000000005287
1;8689;PL88102024980000000000005290
3;8689;PL88107719960000000000005293
4;8689;PL88107719980000000000005291
4;8689;PL88107719980000000000005292
4;8689;PL88107719980000000000005294
1;8690;PL88102024980000000000005295
2;8690;PL88107719950000000000005298
3;8690;PL88107719960000000000005296
3;8690;PL88107719960000000000005297
1;8692;PL88102024980000000000005303
4;8692;PL88107719980000000000005304
1;8693;PL88102024980000000000005305
3;8693;PL88107719960000000000005306
1;8694;PL88102024980000000000005307
4;8694;PL88107719980000000000005308
1;8695;PL88102024980000000000005309
2;8695;PL88107719950000000000005310
2;8695;PL88107719950000000000005311
1;8698;PL88102024980000000000005317
4;8698;PL88107719980000000000005318
1;8699;PL88102024980000000000005319
3;8699;PL88107719960000000000005320
1;8700;PL88102024980000000000005321
1;8702;PL88102024980000000000005327
2;8702;PL88107719950000000000005329
4;8702;PL88107719980000000000005328
4;8702;PL88107719980000000000005330
1;8705;PL88102024980000000000005334
2;8705;PL88107719950000000000005335
1;8706;PL88102024980000000000005336
1;8708;PL88102024980000000000005342
1;8711;PL88102024980000000000005345
4;8711;PL88107719980000000000005346
1;8713;PL88102024980000000000005348
1;8721;PL88102024980000000000005363
1;8726;PL88102024980000000000005373
3;8726;PL88107719960000000000005374
3;8726;PL88107719960000000000005375
1;8727;PL88102024980000000000005376
3;8727;PL88107719960000000000005377
3;8727;PL88107719960000000000005378
4;8727;PL88107719980000000000005379
1;8729;PL88102024980000000000005382
3;8729;PL88107719960000000000005383
1;8731;PL88102024980000000000005388
3;8731;PL88107719960000000000005389
1;8732;PL88102024980000000000005390
1;8735;PL88102024980000000000005394
1;8736;PL88102024980000000000005395
1;8738;PL88102024980000000000005402
2;8738;PL88107719950000000000005403
2;8738;PL88107719950000000000005404
1;8739;PL88102024980000000000005405
2;8739;PL88107719950000000000005406
2;8739;PL88107719950000000000005408
3;8739;PL88107719960000000000005407
1;8742;PL88102024980000000000005414
1;8744;PL88102024980000000000005418
4;8744;PL88107719980000000000005419
1;8745;PL88102024980000000000005420
1;8748;PL88102024980000000000005427
1;8750;PL88102024980000000000005429
2;8750;PL88107719950000000000005430
2;8750;PL88107719950000000000005431
1;8753;PL88102024980000000000005435
2;8753;PL88107719950000000000005436
1;8754;PL88102024980000000000005437
4;8754;PL88107719980000000000005438
1;8756;PL88102024980000000000005442
1;8759;PL88102024980000000000005446
2;8759;PL88107719950000000000005448
3;8759;PL88107719960000000000005447
3;8759;PL88107719960000000000005449
3;8759;PL88107719960000000000005450
1;8763;PL88102024980000000000005458
1;8764;PL88102024980000000000005459
1;8765;PL88102024980000000000005460
1;8766;PL88102024980000000000005461
1;8770;PL88102024980000000000005467
1;8771;PL88102024980000000000005468
2;8771;PL88107719950000000000005470
3;8771;PL88107719960000000000005469
3;8771;PL88107719960000000000005471
3;8771;PL88107719960000000000005472
1;8773;PL88102024980000000000005476
3;8773;PL88107719960000000000005477
1;8776;PL88102024980000000000005482
3;8776;PL88107719960000000000005483
1;8779;PL88102024980000000000005487
2;8779;PL88107719950000000000005488
3;8779;PL88107719960000000000005489
3;8779;PL88107719960000000000005490
3;8779;PL88107719960000000000005491
1;8784;PL88102024980000000000005500
1;8788;PL88102024980000000000005507
2;8788;PL88107719950000000000005508
1;8789;PL88102024980000000000005509
1;8794;PL88102024980000000000005518
2;8794;PL88107719950000000000005519
4;8794;PL88107719980000000000005520
1;8795;PL88102024980000000000005521
4;8795;PL88107719980000000000005522
1;8796;PL88102024980000000000005523
2;8796;PL88107719950000000000005524
1;8799;PL88102024980000000000005527
2;8799;PL88107719950000000000005528
1;8800;PL88102024980000000000005529
1;8802;PL88102024980000000000005536
1;8803;PL88102024980000000000005537
4;8803;PL88107719980000000000005538
1;8804;PL88102024980000000000005539
3;8804;PL88107719960000000000005541
4;8804;PL88107719980000000000005540
4;8804;PL88107719980000000000005542
1;8810;PL88102024980000000000005552
3;8810;PL88107719960000000000005553
4;8810;PL88107719980000000000005554
1;8812;PL88102024980000000000005557
3;8812;PL88107719960000000000005558
1;8813;PL88102024980000000000005559
3;8813;PL88107719960000000000005560
1;8817;PL88102024980000000000005567
2;8817;PL88107719950000000000005568
2;8817;PL88107719950000000000005569
1;8819;PL88102024980000000000005571
1;8820;PL88102024980000000000005572
4;8820;PL88107719980000000000005573
1;8824;PL88102024980000000000005584
3;8824;PL88107719960000000000005585
1;8825;PL88102024980000000000005586
1;8826;PL88102024980000000000005587
4;8826;PL88107719980000000000005588
1;8827;PL88102024980000000000005589
2;8827;PL88107719950000000000005592
3;8827;PL88107719960000000000005590
4;8827;PL88107719980000000000005591
1;8828;PL88102024980000000000005593
2;8828;PL88107719950000000000005596
3;8828;PL88107719960000000000005595
4;8828;PL88107719980000000000005594
1;8832;PL88102024980000000000005611
4;8832;PL88107719980000000000005612
1;8834;PL88102024980000000000005615
4;8834;PL88107719980000000000005616
1;8835;PL88102024980000000000005617
1;8836;PL88102024980000000000005618
3;8836;PL88107719960000000000005619
3;8836;PL88107719960000000000005621
3;8836;PL88107719960000000000005622
4;8836;PL88107719980000000000005620
1;8837;PL88102024980000000000005623
1;8838;PL88102024980000000000005624
4;8838;PL88107719980000000000005625
1;8839;PL88102024980000000000005626
2;8839;PL88107719950000000000005627
4;8839;PL88107719980000000000005628
1;8840;PL88102024980000000000005629
1;8841;PL88102024980000000000005630
1;8846;PL88102024980000000000005640
3;8846;PL88107719960000000000005641
1;8847;PL88102024980000000000005642
1;8849;PL88102024980000000000005644
4;8849;PL88107719980000000000005645
1;8852;PL88102024980000000000005648
2;8852;PL88107719950000000000005649
1;8854;PL88102024980000000000005653
2;8854;PL88107719950000000000005654
3;8854;PL88107719960000000000005655
3;8854;PL88107719960000000000005656
1;8855;PL88102024980000000000005657
1;8856;PL88102024980000000000005658
1;8857;PL88102024980000000000005659
3;8857;PL88107719960000000000005660
4;8857;PL88107719980000000000005661
1;8858;PL88102024980000000000005662
1;8862;PL88102024980000000000005668
3;8862;PL88107719960000000000005669
1;8864;PL88102024980000000000005671
1;8866;PL88102024980000000000005674
3;8866;PL88107719960000000000005675
1;8868;PL88102024980000000000005686
1;8869;PL88102024980000000000005687
2;8869;PL88107719950000000000005688
3;8869;PL88107719960000000000005689
1;8872;PL88102024980000000000005699
3;8872;PL88107719960000000000005700
1;8873;PL88102024980000000000005701
3;8873;PL88107719960000000000005702
1;8877;PL88102024980000000000005708
4;8877;PL88107719980000000000005709
1;8878;PL88102024980000000000005710
1;8879;PL88102024980000000000005711
3;8879;PL88107719960000000000005712
4;8879;PL88107719980000000000005713
1;8880;PL88102024980000000000005714
4;8880;PL88107719980000000000005715
1;8882;PL88102024980000000000005717
1;8883;PL88102024980000000000005718
2;8883;PL88107719950000000000005719
3;8883;PL88107719960000000000005721
4;8883;PL88107719980000000000005720
1;8886;PL88102024980000000000005727
1;8889;PL88102024980000000000005732
3;8889;PL88107719960000000000005733
1;8890;PL88102024980000000000005734
1;8892;PL88102024980000000000005737
1;8893;PL88102024980000000000005738
1;8896;PL88102024980000000000005743
4;8896;PL88107719980000000000005744
1;8898;PL88102024980000000000005753
1;8900;PL88102024980000000000005755
2;8900;PL88107719950000000000005756
3;8900;PL88107719960000000000005757
1;8901;PL88102024980000000000005758
2;8901;PL88107719950000000000005760
4;8901;PL88107719980000000000005759
1;8906;PL88102024980000000000005768
1;8907;PL88102024980000000000005769
3;8907;PL88107719960000000000005770
1;8908;PL88102024980000000000005771
1;8910;PL88102024980000000000005774
1;8911;PL88102024980000000000005775
3;8911;PL88107719960000000000005776
3;8911;PL88107719960000000000005777
1;8913;PL88102024980000000000005779
2;8913;PL88107719950000000000005781
2;8913;PL88107719950000000000005782
2;8913;PL88107719950000000000005783
3;8913;PL88107719960000000000005780
1;8914;PL88102024980000000000005784
3;8914;PL88107719960000000000005785
1;8915;PL88102024980000000000005786
1;8916;PL88102024980000000000005787
4;8916;PL88107719980000000000005788
4;8916;PL88107719980000000000005789
1;8917;PL88102024980000000000005790
1;8918;PL88102024980000000000005791
4;8918;PL88107719980000000000005792
1;8920;PL88102024980000000000005794
2;8920;PL88107719950000000000005795
2;8920;PL88107719950000000000005796
4;8920;PL88107719980000000000005797
1;8921;PL88102024980000000000005798
1;8929;PL88102024980000000000005817
1;8932;PL88102024980000000000005823
3;8932;PL88107719960000000000005824
4;8932;PL88107719980000000000005825
1;8934;PL88102024980000000000005830
3;8934;PL88107719960000000000005831
4;8934;PL88107719980000000000005832
4;8934;PL88107719980000000000005833
4;8934;PL88107719980000000000005834
1;8936;PL88102024980000000000005836
2;8936;PL88107719950000000000005838
3;8936;PL88107719960000000000005837
1;8939;PL88102024980000000000005844
3;8939;PL88107719960000000000005845
4;8939;PL88107719980000000000005846
4;8939;PL88107719980000000000005847
4;8939;PL88107719980000000000005848
1;8940;PL88102024980000000000005849
3;8940;PL88107719960000000000005850
1;8942;PL88102024980000000000005853
3;8942;PL88107719960000000000005854
1;8943;PL88102024980000000000005855
1;8944;PL88102024980000000000005856
3;8944;PL88107719960000000000005857
4;8944;PL88107719980000000000005858
1;8945;PL88102024980000000000005859
2;8945;PL88107719950000000000005860
1;8946;PL88102024980000000000005861
4;8946;PL88107719980000000000005862
1;8948;PL88102024980000000000005865
1;8949;PL88102024980000000000005866
3;8949;PL88107719960000000000005867
1;8955;PL88102024980000000000005885
2;8955;PL88107719950000000000005886
2;8955;PL88107719950000000000005887
2;8955;PL88107719950000000000005888
1;8957;PL88102024980000000000005890
3;8957;PL88107719960000000000005891
3;8957;PL88107719960000000000005892
1;8962;PL88102024980000000000005899
4;8962;PL88107719980000000000005900
1;8963;PL88102024980000000000005901
2;8963;PL88107719950000000000005902
4;8963;PL88107719980000000000005903
1;8966;PL88102024980000000000005907
4;8966;PL88107719980000000000005908
1;8967;PL88102024980000000000005909
2;8967;PL88107719950000000000005911
2;8967;PL88107719950000000000005912
4;8967;PL88107719980000000000005910
1;8968;PL88102024980000000000005913
2;8968;PL88107719950000000000005914
1;8969;PL88102024980000000000005915
1;8973;PL88102024980000000000005921
1;8974;PL88102024980000000000005922
1;8978;PL88102024980000000000005931
2;8978;PL88107719950000000000005932
1;8979;PL88102024980000000000005933
1;8982;PL88102024980000000000005937
3;8982;PL88107719960000000000005938
1;8984;PL88102024980000000000005941
2;8984;PL88107719950000000000005944
3;8984;PL88107719960000000000005942
3;8984;PL88107719960000000000005943
1;8985;PL88102024980000000000005945
3;8985;PL88107719960000000000005946
1;8986;PL88102024980000000000005947
2;8986;PL88107719950000000000005948
1;8988;PL88102024980000000000005950
1;8995;PL88102024980000000000005964
1;8997;PL88102024980000000000005967
3;8997;PL88107719960000000000005968
1;9000;PL88102024980000000000005974
2;9000;PL88107719950000000000005975
3;9000;PL88107719960000000000005976
1;9002;PL88102024980000000000005978
3;9002;PL88107719960000000000005979
1;9005;PL88102024980000000000005983
2;9005;PL88107719950000000000005984
1;9006;PL88102024980000000000005985
2;9006;PL88107719950000000000005986
1;9011;PL88102024980000000000005994
2;9011;PL88107719950000000000005996
